StudentID,Age,Gender,AttendancePercentage,StudyHoursPerWeek,AssignmentCompletionRate,PreviousExamScore,ParticipationScore,ExtracurricularActivities,InternetAccessAtHome,ParentEducationLevel,FinalExamScore
385,19,Female,81,33,55,45,8,Yes,Yes,Postgraduate,71.47977055548738
386,15,Male,63,15,91,64,2,Yes,Yes,Graduate,54.803474562337506
387,16,Male,90,37,68,62,3,No,Yes,Postgraduate,71.39516850546
388,16,Female,77,15,55,99,9,No,Yes,Postgraduate,74.03232530964044
389,15,Male,97,31,51,82,2,No,No,High School,64.52694234617175
390,16,Female,83,37,56,51,6,Yes,No,Postgraduate,62.784969200482806
391,15,Female,82,25,76,52,4,No,No,High School,68.19006580751744
392,19,Male,81,35,66,75,7,Yes,No,Postgraduate,69.04031642553123
393,19,Female,61,6,64,78,6,Yes,No,Postgraduate,57.34469069057713
394,15,Male,90,31,52,73,10,No,Yes,Graduate,62.02148951084939
395,19,Male,70,40,47,45,9,Yes,No,Postgraduate,58.91475967650976
396,19,Female,87,15,95,77,9,No,No,Postgraduate,77.82180963979091
397,19,Male,91,22,44,89,10,Yes,Yes,High School,69.38876111119725
398,17,Male,64,5,51,91,4,Yes,No,High School,50.91072400659278
399,18,Female,97,39,80,79,1,Yes,Yes,Graduate,60.04380711924136
400,16,Female,69,39,42,47,2,No,No,Postgraduate,45.276747023483914
401,17,Male,99,35,74,100,8,Yes,No,High School,90.65589548398557
402,19,Male,83,32,72,47,10,No,No,Postgraduate,60.8907384844549
403,15,Female,94,5,96,79,8,Yes,Yes,Graduate,79.39508625906082
404,19,Male,82,29,61,72,2,Yes,No,High School,63.896732735135465
405,18,Male,76,24,89,73,4,Yes,Yes,High School,78.114308105712
406,19,Male,60,7,95,83,1,No,No,Graduate,62.84177592451286
407,15,Male,90,6,83,54,7,No,No,Postgraduate,69.0728979055309
408,18,Male,90,22,48,75,4,No,Yes,High School,63.08848626612439
409,19,Male,93,14,80,99,8,No,Yes,High School,78.80428667122982
410,18,Male,68,9,57,96,9,No,No,Graduate,71.9609975654776
411,16,Female,81,13,89,74,9,Yes,Yes,Graduate,78.8935063635402
412,16,Female,72,6,68,85,3,Yes,No,Graduate,59.40248153726142
413,19,Female,84,38,78,61,5,No,No,Postgraduate,73.40942950932288
414,18,Female,77,35,66,62,6,No,Yes,Postgraduate,78.36605648168845
415,15,Female,71,14,75,79,6,No,Yes,Postgraduate,64.65429452410157
416,19,Male,99,16,84,84,10,No,Yes,Graduate,81.2450081379466
417,16,Male,76,40,56,94,8,Yes,No,High School,73.23941581038176
418,16,Male,74,25,95,90,6,No,Yes,Postgraduate,74.66871470643495
419,19,Male,74,10,73,61,6,No,No,Graduate,65.46552646988175
420,18,Female,74,7,85,44,4,No,Yes,Postgraduate,54.335273184037945
421,16,Male,98,14,42,70,7,No,Yes,High School,64.64589041155676
422,18,Male,72,9,44,52,8,Yes,Yes,High School,52.35175167169605
423,16,Female,76,30,53,67,3,Yes,Yes,Graduate,59.29528750270778
424,16,Male,91,25,42,97,7,No,Yes,High School,68.38401805791315
425,17,Male,68,30,62,59,3,Yes,No,Graduate,48.51926317740075
426,16,Female,99,30,78,72,8,Yes,Yes,Graduate,78.58835995418497
427,15,Male,79,12,69,55,1,No,Yes,Graduate,61.096922357071506
428,19,Male,85,9,89,68,1,No,No,Graduate,57.900279668166604
429,19,Male,86,19,84,62,6,Yes,No,High School,61.393974314363554
430,18,Male,80,20,100,63,10,Yes,No,High School,84.32821010329695
431,16,Male,77,5,62,73,9,Yes,No,High School,64.62780348859926
432,15,Female,72,20,66,46,4,Yes,Yes,High School,57.42279141246594
433,18,Female,75,7,93,77,6,Yes,Yes,Graduate,63.35517089005625
434,17,Female,68,35,49,76,5,No,No,Graduate,60.348852836766206
435,18,Female,71,17,64,100,1,Yes,Yes,High School,67.45277193250402
436,18,Female,97,20,52,43,6,Yes,No,Postgraduate,59.05386234472098
437,16,Female,78,25,55,73,9,Yes,No,Postgraduate,67.96601096248192
438,17,Male,66,6,80,81,3,Yes,Yes,Postgraduate,51.00703011018798
439,18,Female,94,31,73,61,3,Yes,Yes,High School,67.98516735974923
440,15,Female,77,30,94,44,2,Yes,No,Graduate,54.120589384625156
441,15,Male,75,29,76,89,4,Yes,Yes,Graduate,73.59850200286813
442,19,Male,98,15,100,81,10,Yes,No,Postgraduate,83.76190613544655
443,17,Female,63,12,61,62,3,No,No,Postgraduate,51.806095608811084
444,17,Male,84,12,56,93,2,No,No,Graduate,64.7127090952566
445,19,Female,91,37,62,99,1,Yes,No,Postgraduate,70.67634724521649
446,18,Male,99,11,93,54,3,No,Yes,Postgraduate,72.14226707784714
447,17,Female,72,25,75,70,10,No,No,Graduate,78.30019299429178
448,15,Male,76,12,88,98,6,No,No,Postgraduate,66.41378053186433
449,15,Male,96,25,48,48,9,No,No,Postgraduate,63.24643999371739
450,16,Female,65,24,91,82,5,No,Yes,High School,71.43267440290205
451,17,Female,78,12,41,97,3,No,No,Postgraduate,54.13698518993248
452,18,Female,72,35,71,92,5,Yes,No,High School,61.85969620273876
453,19,Female,85,33,95,64,5,Yes,Yes,Graduate,66.54897710622308
454,19,Female,73,13,89,64,5,No,No,High School,61.57417296906685
455,18,Male,90,19,92,100,7,Yes,No,Graduate,59.876984281328056
456,16,Female,63,34,98,88,5,No,No,High School,66.08055173517727
457,19,Female,98,30,61,60,7,Yes,No,High School,59.307323654027236
458,17,Male,67,14,82,48,9,Yes,Yes,High School,67.18336134064242
459,16,Male,84,33,52,94,5,Yes,Yes,Postgraduate,73.65739413326493
460,17,Female,72,20,47,87,2,No,Yes,Postgraduate,57.5428184468019
461,15,Male,91,40,98,77,5,Yes,No,Postgraduate,77.6000593706069
462,16,Male,97,24,40,61,8,Yes,Yes,Postgraduate,67.0240342063472
463,19,Female,97,26,56,82,4,No,Yes,Postgraduate,62.15832405251915
464,16,Male,87,11,51,62,2,No,No,High School,58.914444977068285
465,16,Male,89,27,43,88,10,Yes,Yes,Postgraduate,73.71510644110715
466,16,Female,62,33,92,43,3,No,Yes,Graduate,60.33799635129815
467,16,Female,87,20,52,68,9,Yes,Yes,High School,71.0320768323232
468,17,Male,62,32,70,54,9,Yes,No,High School,65.57057234148634
469,15,Male,93,35,100,40,8,No,No,Graduate,73.81458994450585
470,18,Female,75,18,80,93,8,No,Yes,Postgraduate,74.7921992219417
471,16,Male,81,37,98,69,8,Yes,Yes,Graduate,76.18511540092754
472,19,Male,91,13,46,68,8,No,No,High School,65.9647836689204
473,16,Male,97,31,62,59,8,Yes,No,High School,70.6310460415392
474,19,Female,67,28,63,72,1,No,No,High School,52.01489568482747
475,17,Male,67,17,44,80,6,No,No,Graduate,60.998573643267555
476,19,Male,65,30,44,83,9,No,Yes,Postgraduate,66.70250011459916
477,18,Female,73,33,56,75,8,No,No,High School,72.84894093921906
478,15,Male,91,32,69,99,3,No,Yes,Postgraduate,63.14791608321128
479,19,Male,94,32,48,61,1,Yes,No,High School,56.43110285232633
480,19,Female,69,12,45,52,2,Yes,No,Postgraduate,41.02548536870014
481,15,Female,62,27,64,46,2,Yes,No,Graduate,45.61188627789582
482,18,Female,71,33,58,47,7,No,No,High School,60.99874013794952
483,16,Female,90,9,55,67,6,Yes,Yes,High School,53.86969752581833
484,19,Male,88,11,60,84,2,Yes,Yes,High School,60.86567823124953
485,15,Male,64,40,41,82,8,No,Yes,Graduate,64.8521978119739
486,17,Female,84,31,49,48,9,No,No,Graduate,57.250252110346864
487,15,Female,100,6,55,64,7,No,Yes,Postgraduate,64.49036448545621
488,17,Male,90,29,76,95,4,Yes,No,Graduate,69.44223412286894
489,18,Female,80,13,54,55,1,Yes,No,High School,59.63741860527291
490,16,Male,79,31,52,49,4,No,Yes,Postgraduate,60.609833172591465
491,15,Female,98,5,52,50,4,Yes,No,Graduate,54.73629979762448
492,19,Male,81,27,71,70,8,Yes,No,Postgraduate,67.19125737304563
493,18,Female,63,14,84,51,4,No,Yes,Postgraduate,56.62025168867631
494,15,Female,72,29,86,99,4,Yes,No,Postgraduate,75.58737958907092
495,19,Male,79,7,85,70,2,No,No,High School,59.92266294893819
496,15,Female,72,10,47,53,10,Yes,Yes,High School,52.57426231812782
497,17,Male,76,10,82,90,7,No,Yes,Graduate,69.35206116898543
498,15,Male,95,6,57,83,4,Yes,No,High School,63.49006537227795
499,15,Male,92,22,95,71,6,Yes,Yes,Postgraduate,74.60137508729602
500,15,Male,60,27,75,89,3,No,No,Postgraduate,63.71681575570884
501,18,Male,74,6,65,92,7,No,Yes,High School,69.85416117597462
502,15,Female,72,16,49,56,6,No,No,Postgraduate,60.70860144360058
503,19,Female,76,26,70,74,3,No,Yes,High School,66.26281853348014
504,17,Male,83,24,72,40,4,Yes,Yes,Postgraduate,58.901599228535915
505,17,Female,67,28,68,68,10,No,No,Graduate,61.661480044435706
506,15,Male,86,24,44,90,5,No,Yes,Graduate,71.03171617841355
507,18,Female,82,5,52,100,9,No,Yes,High School,74.4940317605349
508,18,Female,67,5,40,43,6,No,No,High School,44.22104360767995
509,19,Female,67,21,62,62,4,No,Yes,High School,54.998695154780776
510,15,Female,85,5,79,67,7,Yes,Yes,High School,65.62790485685089
511,17,Male,72,34,42,55,2,No,Yes,High School,47.76088837784838
512,18,Male,98,7,42,51,4,No,No,Postgraduate,44.30982731431997
513,15,Female,96,15,46,92,5,No,Yes,Graduate,61.117286783262315
514,18,Female,87,28,75,60,4,Yes,No,Postgraduate,58.81746357251095
515,18,Male,84,26,74,84,4,Yes,No,Graduate,58.1608493845371
516,17,Female,75,30,54,56,9,Yes,Yes,Postgraduate,57.48366865603795
517,16,Male,61,17,79,79,2,No,No,Postgraduate,62.905997074542015
518,19,Male,77,5,42,52,6,No,No,Postgraduate,53.07959169729558
519,19,Male,76,28,68,91,8,Yes,No,High School,68.09507567392156
520,17,Female,89,14,69,97,8,Yes,No,Graduate,71.65888221086014
521,18,Male,98,39,78,71,7,No,Yes,High School,82.295918129704
522,15,Female,72,28,57,76,10,No,Yes,High School,75.02233604126825
523,18,Male,91,32,50,89,4,No,Yes,Postgraduate,67.74943997934704
524,17,Female,88,40,82,54,7,Yes,No,Graduate,76.27398846690816
525,19,Female,89,20,88,51,10,No,No,Graduate,67.77047994526976
526,18,Female,77,20,99,100,6,No,Yes,Graduate,78.18679960060413
527,19,Male,72,21,77,88,6,Yes,No,Graduate,61.228245719876526
528,15,Male,80,19,79,96,2,Yes,Yes,High School,64.77839918575518
529,19,Female,89,20,40,54,8,Yes,No,High School,59.89038267247275
530,19,Female,80,19,68,73,8,No,Yes,Graduate,59.224705512912244
531,16,Female,76,38,49,45,7,Yes,Yes,High School,61.11558060200163
532,16,Male,99,15,67,56,9,Yes,Yes,Graduate,72.45100816312767
533,16,Male,78,5,96,87,8,No,No,High School,78.50559535722176
534,19,Male,74,19,70,88,9,No,Yes,Postgraduate,83.4712344865647
535,17,Male,68,30,58,96,9,Yes,No,Postgraduate,74.18357174629458
536,19,Female,69,8,42,59,6,No,No,Graduate,50.67958561715579
537,17,Female,90,9,75,48,2,Yes,Yes,Graduate,46.28958495250278
538,17,Male,82,39,82,98,7,No,Yes,High School,81.65976215800424
539,16,Male,89,17,54,44,3,No,No,Graduate,54.747164227040386
540,18,Female,92,14,72,62,7,Yes,No,Graduate,59.419938642002876
541,15,Male,68,15,80,72,9,Yes,Yes,High School,66.299563400164
542,16,Male,60,22,82,77,10,Yes,Yes,Graduate,70.10566296358672
543,16,Male,94,38,90,95,10,No,No,Graduate,90.4976272216403
544,18,Male,70,27,84,53,2,Yes,Yes,Postgraduate,60.231207061482756
545,15,Male,93,11,65,56,6,No,Yes,Postgraduate,58.76721358094403
546,19,Male,75,7,55,96,6,No,Yes,Postgraduate,65.15680414342243
547,19,Female,68,16,75,58,9,Yes,Yes,Graduate,66.06867741114934
548,16,Male,91,11,72,72,9,No,No,High School,69.94110383609946
549,15,Male,74,30,59,40,5,No,No,Postgraduate,51.69268851318901
550,16,Female,71,37,52,52,5,Yes,Yes,Graduate,59.612897233050305
551,17,Female,92,19,72,85,9,No,Yes,Postgraduate,75.06142066864928
552,16,Female,73,6,44,66,8,No,No,High School,50.7645715922485
553,16,Male,67,11,76,45,7,Yes,No,High School,62.76521164692401
554,19,Female,67,36,53,98,8,Yes,No,High School,65.61854171501035
555,19,Male,86,8,66,45,6,No,No,High School,56.0774672886546
556,19,Male,71,24,62,72,3,No,No,High School,59.058817797319506
557,17,Male,60,40,53,69,7,No,Yes,High School,63.626041240508236
558,19,Female,99,36,79,85,8,No,Yes,Graduate,81.84808403358821
559,15,Female,70,32,43,74,8,Yes,No,Postgraduate,48.28937094659692
560,18,Female,98,17,78,62,1,No,No,High School,56.98743155088331
561,15,Female,90,5,91,49,7,No,Yes,Postgraduate,65.93145174241718
562,15,Female,76,39,58,90,3,No,No,Postgraduate,64.85453395861873
563,19,Male,92,34,86,58,2,No,No,Graduate,67.05833150082951
564,18,Male,91,40,93,90,2,Yes,Yes,High School,79.95747493203719
565,18,Male,88,29,43,67,8,No,Yes,High School,67.68343689759593
566,18,Male,80,20,69,62,9,Yes,Yes,Graduate,63.15492138759473
567,17,Female,80,23,58,43,3,Yes,Yes,Graduate,48.75748673888668
568,19,Female,99,5,70,59,3,Yes,No,Graduate,67.15720200899132
569,18,Male,82,9,70,58,6,Yes,Yes,Graduate,58.90445424573097
570,17,Female,65,26,48,81,10,Yes,No,Graduate,65.82295909116675
571,16,Female,81,28,92,66,1,No,No,Postgraduate,64.7993799145338
572,16,Male,97,40,52,96,6,Yes,No,Graduate,81.83610821442193
573,17,Male,96,40,53,73,3,Yes,No,High School,60.84367887210058
574,17,Female,67,8,94,43,4,Yes,Yes,High School,51.41941610909239
575,19,Female,100,40,99,95,9,No,No,Graduate,82.03019124286695
576,19,Male,94,22,85,77,3,Yes,No,Graduate,67.16814053123376
577,16,Male,70,20,93,46,1,No,No,Graduate,55.93796682304481
578,18,Male,83,22,49,87,3,Yes,Yes,Graduate,59.37879758974361
579,16,Female,80,26,87,100,7,Yes,Yes,Graduate,86.89906461586838
580,18,Male,61,6,70,46,7,No,Yes,High School,53.03100859547905
581,18,Male,99,25,76,89,5,No,Yes,Postgraduate,74.18867127508005
582,19,Female,78,40,62,91,1,No,Yes,Graduate,62.389318920894794
583,15,Female,98,33,66,65,8,Yes,No,Graduate,65.7507198776405
584,15,Female,87,30,45,65,10,No,Yes,Graduate,67.5483384724492
585,17,Female,76,25,65,93,8,No,No,High School,74.04193306564088
586,19,Female,65,21,41,58,10,No,Yes,High School,57.55965122038927
587,18,Male,78,20,84,48,10,No,No,Postgraduate,68.45556635524756
588,15,Male,97,35,100,100,10,No,Yes,Postgraduate,87.89661881797451
589,18,Female,87,13,52,59,2,Yes,No,Postgraduate,46.27638601540617
590,15,Female,61,35,90,81,10,No,Yes,Postgraduate,74.968956541405
591,15,Female,97,18,89,84,3,Yes,No,High School,72.25303461479442
592,15,Female,96,6,99,89,4,No,No,Postgraduate,72.40654482508937
593,19,Female,63,18,58,55,1,No,No,Graduate,47.21757801859274
594,16,Male,81,37,40,93,4,Yes,No,High School,68.78321244668895
595,18,Male,85,39,79,56,5,Yes,No,High School,70.214170246332
596,19,Male,95,24,71,61,3,Yes,No,High School,66.78685682587817
597,19,Male,72,6,61,52,10,Yes,Yes,Graduate,64.42663012833157
598,19,Female,91,23,87,51,2,No,Yes,High School,62.98540970501601
599,19,Male,76,22,68,49,6,Yes,No,Graduate,60.0316291478653
600,19,Female,100,20,41,40,8,No,No,Postgraduate,68.91480717422242
601,17,Female,95,8,79,71,7,No,No,High School,73.31809915270415
602,18,Female,78,16,77,69,1,No,No,Graduate,52.62416501079981
603,19,Male,94,33,87,47,4,Yes,No,High School,55.93476571588762
604,18,Female,99,11,94,60,3,Yes,No,Postgraduate,64.04423753869173
605,17,Male,87,18,50,61,6,Yes,No,High School,62.723710132407525
606,17,Male,60,16,56,57,9,No,Yes,Postgraduate,61.944750537251196
607,18,Female,77,39,94,41,9,Yes,No,High School,63.34762928198256
608,15,Female,99,9,90,87,7,Yes,No,Graduate,80.44710969175168
609,16,Female,92,21,82,83,9,No,Yes,Postgraduate,83.5234300996378
610,15,Male,71,36,99,48,8,Yes,Yes,High School,71.79368448045936
611,15,Female,67,14,47,42,5,No,No,Postgraduate,49.028627549898935
612,15,Male,83,21,61,93,9,Yes,Yes,Postgraduate,73.23594695598763
613,19,Female,75,9,43,65,7,Yes,Yes,Graduate,53.59998967944097
614,17,Female,63,13,50,60,5,Yes,Yes,Graduate,54.777731599490146
615,15,Male,97,37,47,69,8,Yes,No,Graduate,73.2167347487076
616,17,Male,86,40,48,67,7,Yes,No,Graduate,64.71431476680863
617,18,Male,68,40,65,75,9,No,Yes,Postgraduate,82.9605317433494
618,16,Male,75,22,41,65,10,Yes,No,Postgraduate,55.05100545758237
619,18,Male,71,13,55,73,1,Yes,No,High School,49.939343735988395
620,18,Male,90,33,70,47,9,Yes,No,High School,64.49301392278302
621,19,Female,83,18,45,49,7,Yes,Yes,High School,58.02087940668832
622,16,Female,73,29,92,87,1,Yes,Yes,Graduate,55.95518180890713
623,18,Male,84,19,60,94,1,Yes,Yes,Postgraduate,68.14633136462464
624,18,Female,93,10,65,82,5,Yes,Yes,Postgraduate,71.27725167539039
625,16,Male,62,33,98,89,8,No,No,High School,77.28677218713126
626,16,Female,83,19,58,93,9,No,No,High School,71.34838042097302
627,18,Female,68,33,67,53,6,Yes,No,Postgraduate,62.83154925283007
628,16,Male,85,8,47,79,10,No,Yes,Graduate,68.64353199312546
629,18,Male,79,22,53,94,8,Yes,Yes,High School,75.01008272664654
630,18,Male,99,20,63,54,6,No,No,High School,63.237735932311274
631,19,Female,69,15,87,56,6,Yes,Yes,Postgraduate,59.742628988219664
632,15,Male,78,18,83,92,4,Yes,Yes,Postgraduate,74.08868708846103
633,18,Female,62,7,76,57,5,No,No,High School,57.018310106462046
634,17,Male,83,22,95,71,2,Yes,Yes,High School,64.02993442336923
635,15,Female,64,24,65,77,3,No,Yes,Graduate,59.38919096699448
636,15,Female,62,29,70,62,3,Yes,No,Graduate,56.22407083806124
637,15,Male,86,17,95,85,5,Yes,Yes,Graduate,74.98601846413882
638,19,Female,75,8,90,62,5,Yes,No,Graduate,67.69725361711797
639,18,Female,74,18,71,74,6,Yes,No,High School,62.05064798338532
640,19,Male,94,37,89,78,5,No,Yes,High School,72.47723534054505
641,18,Female,71,32,80,54,6,Yes,No,High School,64.018959626431
642,19,Male,100,12,41,92,8,No,Yes,Graduate,67.91723122931487
643,19,Male,85,38,64,63,2,No,Yes,High School,55.84540968226482
644,17,Male,93,9,91,67,4,Yes,Yes,Postgraduate,70.96775513656328
645,19,Male,82,9,83,55,6,Yes,Yes,Graduate,60.21396910108366
646,16,Female,90,35,100,55,5,No,Yes,Postgraduate,61.4096857934619
647,17,Female,79,13,41,79,1,No,Yes,Graduate,56.0370785657505
648,19,Female,71,36,81,78,9,Yes,Yes,High School,71.95924247189608
649,15,Male,82,37,40,45,3,No,Yes,Graduate,54.539161443199625
650,16,Female,63,7,75,41,2,No,Yes,Postgraduate,50.817206516739425
651,16,Female,82,34,96,93,9,No,No,Graduate,84.19823698505994
652,16,Male,60,16,51,52,7,Yes,No,Postgraduate,41.72260285724411
653,17,Male,84,33,48,83,5,No,Yes,High School,55.63164938069465
654,19,Female,61,7,75,86,6,No,Yes,Postgraduate,58.787959071028666
655,19,Male,89,30,80,98,4,No,Yes,High School,74.46571700067616
656,15,Male,62,34,67,48,1,No,No,Postgraduate,55.20070793763209
657,15,Male,80,13,77,73,4,Yes,No,High School,63.706668216594
658,16,Male,84,30,72,56,9,Yes,Yes,Postgraduate,81.9863666948598
659,15,Female,79,6,81,66,1,No,Yes,High School,47.69286631171987
660,17,Male,81,7,100,68,10,No,Yes,High School,74.25645915450042
661,19,Male,80,8,85,76,3,No,No,High School,59.87264556616564
662,16,Male,92,29,61,82,5,Yes,Yes,Postgraduate,70.17318997970668
663,15,Male,97,17,64,61,7,Yes,No,Postgraduate,74.95837226888948
664,17,Male,74,39,100,90,9,No,No,High School,91.37456967583174
665,17,Male,74,27,57,63,6,No,Yes,Graduate,60.32230184648222
666,15,Male,84,13,45,46,3,Yes,No,High School,52.90756944084395
667,19,Male,80,6,57,73,7,No,Yes,Graduate,62.42775000322646
668,15,Female,83,35,91,87,4,No,No,High School,68.32353048334795
669,16,Male,64,6,55,51,3,Yes,No,Postgraduate,45.5216020110243
670,15,Female,65,36,54,62,7,Yes,Yes,Graduate,57.724452922942454
671,17,Male,82,22,87,54,7,Yes,Yes,Postgraduate,65.98615287753294
672,15,Male,63,17,47,72,4,Yes,No,Graduate,48.28956557939853
673,19,Male,86,9,52,96,7,Yes,No,Graduate,68.97573509341235
674,18,Male,77,14,94,52,2,No,No,Graduate,58.378251264884454
675,15,Female,80,29,82,62,1,Yes,Yes,Graduate,62.7212654751046
676,19,Male,87,38,99,77,2,Yes,Yes,Postgraduate,72.94929972183841
677,19,Male,94,34,100,71,4,Yes,Yes,Graduate,82.22304424414632
678,17,Female,81,11,96,84,8,Yes,Yes,High School,85.61101220042168
679,19,Female,99,10,46,89,3,Yes,No,High School,60.67734129874204
680,19,Male,82,7,56,74,10,Yes,No,Graduate,71.45033894341262
681,19,Female,62,17,89,40,6,No,No,Postgraduate,66.27300088954169
682,19,Female,99,7,71,86,6,Yes,No,Postgraduate,75.83061330126156
683,16,Female,69,30,61,97,9,No,No,Graduate,76.78661746963395
684,16,Male,84,28,94,84,9,No,Yes,Postgraduate,70.79071549114818
685,17,Male,67,10,90,44,4,Yes,Yes,Postgraduate,50.959620338570524
686,15,Male,70,16,96,96,9,Yes,No,Postgraduate,75.33948025013382
687,19,Female,64,40,52,52,6,No,No,Graduate,63.3359535659317
688,15,Male,96,6,86,93,2,No,No,High School,64.99695229309286
689,15,Female,97,15,62,44,10,No,No,High School,65.22312660013654
690,17,Male,88,38,93,99,6,Yes,No,High School,86.1513772700488
691,19,Male,64,30,68,71,2,No,No,High School,52.47150325224882
692,19,Female,68,22,61,90,8,Yes,No,High School,69.4954484252867
693,18,Male,61,25,40,60,4,Yes,No,Postgraduate,49.99386702250546
694,15,Female,60,40,68,63,5,No,Yes,Postgraduate,64.23555062625984
695,15,Female,99,26,87,99,8,Yes,No,Postgraduate,87.39424570563621
696,16,Male,89,34,44,57,8,Yes,No,Graduate,67.23646006562547
697,18,Female,70,34,97,60,6,No,Yes,Postgraduate,68.70392585195829
698,16,Male,87,12,74,93,4,No,Yes,High School,59.82022014567077
699,16,Male,71,38,94,49,1,Yes,No,Postgraduate,58.59831063843248
700,16,Female,98,13,49,63,7,No,Yes,High School,63.426520926526116
701,17,Male,85,24,58,79,8,Yes,Yes,Postgraduate,73.23272375885583
702,17,Female,72,29,76,86,9,No,No,High School,71.88535827498636
703,16,Male,67,23,46,60,2,No,Yes,Postgraduate,48.75899542364749
704,18,Male,87,9,85,64,1,No,No,High School,58.41680494084438
705,15,Male,89,15,74,91,4,No,No,High School,65.23722673007565
706,18,Male,68,19,84,99,5,Yes,No,Graduate,64.08361173294296
707,19,Male,98,12,52,96,10,No,Yes,Postgraduate,78.21270410247533
708,17,Female,90,23,49,98,1,Yes,Yes,High School,67.93881537825783
709,15,Female,80,27,41,62,5,Yes,No,Postgraduate,53.475450187884604
710,15,Female,93,31,45,61,6,No,No,High School,61.611162377280195
711,19,Female,90,36,47,43,3,No,Yes,Graduate,58.49774610112578
712,19,Female,84,30,75,73,7,No,No,Graduate,75.38354236504857
713,16,Female,71,31,64,95,6,No,Yes,Graduate,70.65712734156153
714,17,Male,60,23,83,45,4,No,Yes,Graduate,55.521007997150285
715,17,Male,81,33,99,67,3,Yes,Yes,High School,70.5602491924292
716,18,Female,99,37,86,70,5,No,Yes,Postgraduate,77.90516990130862
717,16,Female,96,23,79,74,3,Yes,Yes,Graduate,62.0429030414396
718,16,Male,60,23,46,78,10,Yes,Yes,Graduate,72.8860519452065
719,16,Male,60,37,85,81,9,Yes,No,Graduate,74.52001951221379
720,16,Male,80,20,62,62,9,Yes,No,Postgraduate,69.04916056420322
721,17,Female,74,27,58,45,6,No,Yes,High School,51.94097875632435
722,17,Female,76,11,85,55,6,No,Yes,High School,60.02049652412167
723,16,Female,81,30,61,41,4,Yes,No,High School,56.58491850463298
724,18,Male,97,36,52,63,4,Yes,No,High School,54.57796138751462
725,15,Male,94,16,100,56,2,No,No,Postgraduate,59.194299743990655
726,15,Female,75,12,60,84,10,Yes,No,Postgraduate,65.52357260611453
727,18,Female,67,9,40,40,4,No,No,Postgraduate,36.15681647721104
728,16,Male,76,32,98,45,8,Yes,No,Graduate,68.78041355129172
729,17,Male,76,9,58,44,10,No,No,Postgraduate,58.02958668966906
730,15,Male,85,30,100,96,2,Yes,No,High School,81.36853655010387
731,19,Male,72,9,99,84,9,Yes,Yes,Postgraduate,68.49662216227001
732,19,Female,76,26,72,99,1,Yes,No,Graduate,66.0237418920409
733,18,Male,97,19,43,94,2,No,Yes,High School,58.74955006339427
734,16,Male,76,17,81,89,2,No,No,Postgraduate,55.26429948466229
735,15,Male,73,32,42,68,6,No,No,High School,61.98901927004736
736,16,Female,65,37,66,51,7,Yes,No,High School,63.45299469667399
737,15,Female,94,27,91,78,3,Yes,No,Postgraduate,73.86059342622497
738,18,Male,73,37,80,86,9,Yes,No,Postgraduate,70.06751930348156
739,18,Male,67,22,74,42,5,Yes,Yes,Graduate,54.36793682692239
740,19,Male,74,34,67,87,5,Yes,No,Postgraduate,70.936802398665
741,16,Female,86,30,45,40,4,Yes,Yes,Postgraduate,57.26080111762062
742,19,Female,72,20,45,66,9,No,Yes,Postgraduate,64.14147359543803
743,16,Female,90,17,94,87,8,No,No,High School,83.27567062182226
744,19,Male,94,37,96,63,4,No,Yes,Graduate,77.1868992075315
745,17,Female,65,30,83,83,4,Yes,No,High School,66.12432516539306
746,17,Male,64,5,62,58,2,No,No,Postgraduate,49.39265096077836
747,17,Male,81,6,72,98,9,Yes,No,Graduate,78.84838548453519
748,17,Male,82,10,55,47,3,Yes,Yes,Postgraduate,51.700627691337985
749,15,Female,84,28,63,94,4,No,No,High School,74.69498740827747
750,17,Male,93,22,44,83,7,Yes,Yes,High School,72.07248164199115
751,18,Female,85,31,80,86,10,Yes,No,Postgraduate,76.78774303024568
752,18,Female,64,12,81,41,8,Yes,No,Graduate,50.320000471323844
753,15,Male,85,32,52,100,8,Yes,Yes,High School,75.14653764613065
754,17,Male,79,14,86,69,4,Yes,Yes,Postgraduate,57.09434768380675
755,17,Female,65,21,51,69,7,No,Yes,Postgraduate,58.815629089396246
756,17,Male,65,33,44,88,10,No,Yes,Postgraduate,68.61298801999675
757,19,Female,77,10,76,78,1,Yes,Yes,Graduate,63.95455618708279
758,16,Male,63,18,70,84,6,Yes,Yes,Postgraduate,65.87531333141776
759,19,Female,76,26,67,71,6,No,No,Postgraduate,69.23967604143547
760,16,Female,73,10,67,40,6,No,Yes,High School,50.20202558775613
761,17,Female,73,30,69,77,2,No,No,Postgraduate,67.94834137143815
762,17,Female,72,16,57,52,8,Yes,No,Graduate,62.06824048061219
763,19,Male,66,39,83,50,5,No,No,Postgraduate,63.03719114041694
764,19,Male,74,18,66,49,5,No,No,Graduate,46.01720296882726
765,16,Female,78,26,74,87,2,Yes,No,Postgraduate,70.14369888002625
766,18,Female,94,27,65,98,4,Yes,Yes,Postgraduate,81.26667528502165
767,16,Male,76,11,96,65,9,No,No,Postgraduate,70.20643111580159
768,19,Male,94,29,78,95,9,Yes,No,Graduate,82.30874378811897
769,19,Male,78,17,88,94,6,No,No,High School,70.41661446483016
770,15,Male,79,25,90,59,9,No,Yes,Graduate,62.841323001111434
